object_list,小波次表,,,,,,,,,
怪物组Id,跑道类型,出场次数,间隔时间,开始时间,出口跑道编号,怪物Id,怪物数量,关卡ID,,
10310101,0,4,1000,2000,0,141055,8,103,,
10310102,1,5,1000,11000,1,141025,10,103,,
10310103,0,5,1500,15000,2,141055,10,103,,
10310104,0,3,1000,17000,3,141022,6,103,,
10310201,0,5,2500,2000,4,141023,10,103,,
10310202,1,5,2000,7000,5,141025,10,103,,
10310203,0,4,2000,13000,6,141055,8,103,,
10310204,0,4,1500,21000,7,141022,6,103,,
10310205,1,3,3000,30000,8,141027,6,103,,
10310206,1,3,3000,42000,0,141027,6,103,,
10310301,0,2,1000,2000,1,141024,3,103,,
10310302,0,8,1000,3000,2,141023,8,103,,
10310303,0,8,2000,5000,3,141023,8,103,,
10310304,0,3,1000,6000,4,141022,5,103,,
10310305,0,2,1000,9000,5,141056,3,103,,
10310306,1,4,1500,11000,6,141025,8,103,,
10310401,1,2,15000,2000,7,141056,3,103,,
10310402,0,6,2000,7500,8,141022,6,103,,
10310403,0,5,2000,11000,0,141025,10,103,,
10310501,0,6,1500,2000,1,141023,12,103,,
10310502,0,4,1500,7000,2,141026,4,103,,
10310503,0,3,2000,15000,3,141055,6,103,,
10310504,0,3,2000,22000,4,141022,6,103,,
10310505,1,3,3000,30000,5,141027,6,103,,
10310506,1,5,9000,38000,6,141026,5,103,,
10310507,0,5,2000,44000,7,141025,10,103,,
10310601,0,4,2000,2000,8,141027,8,103,,
10310602,1,4,1000,3000,0,141056,4,103,,
10310603,0,6,2000,9000,1,141023,12,103,,
10310604,0,4,3000,20000,2,141025,8,103,,
10310605,0,3,8000,40000,3,141026,3,103,,
10310701,0,3,6000,2000,4,141026,3,103,,
10310702,0,4,1500,6000,5,141022,6,103,,
10310703,0,2,5000,12000,6,141026,4,103,,
10310704,0,3,2000,22000,7,141022,6,103,,
10310801,1,6,1000,2000,8,141023,12,103,,
10310802,0,4,7000,5000,0,141026,4,103,,
10310803,0,3,3500,11000,1,141056,3,103,,
10310901,0,5,1500,2000,2,141023,10,103,,
10310902,0,4,3000,6000,3,141027,8,103,,
10310903,0,4,2000,12000,4,141056,4,103,,
10310904,0,3,2000,20000,5,141022,6,103,,
10310905,1,4,3500,30000,6,141027,8,103,,
10310906,0,6,2000,40000,7,141023,6,103,,
10311001,0,1,2000,2000,8,141028,1,103,,
10311002,1,4,1000,3000,0,141026,4,103,,
10311003,0,4,3000,20000,1,141025,4,103,,
10311004,0,3,3500,24000,2,141056,3,103,,
10311005,0,3,2000,34000,3,141022,3,103,,
10311006,0,3,5000,43000,0,141026,3,103,,
10410101,0,4,1500,2000,0,141034,8,104,,
10410102,0,5,1000,5000,1,141030,10,104,,
10410103,0,4,2500,11000,2,141035,4,104,,
10410201,0,6,1500,2000,3,141059,6,104,,
10410202,0,3,1500,4000,4,142032,6,104,,
10410203,0,3,1500,6000,5,142032,6,104,,
10410301,0,4,2000,2000,6,141035,4,104,,
10410302,0,4,3500,6000,7,141034,8,104,,
10410303,1,4,2000,12000,8,142032,8,104,,
10410304,0,5,1500,24000,0,141058,5,104,,
10410401,1,4,2000,2000,1,142032,8,104,,
10410402,0,5,1000,7000,2,141058,5,104,,
10410403,1,3,3000,14000,3,142032,6,104,,
10410404,1,3,3000,16000,4,142032,6,104,,
10410501,0,2,1000,2000,5,141059,4,104,,
10410502,0,2,1000,5000,6,141059,4,104,,
10410503,0,5,3000,11000,7,141031,5,104,,
10410504,0,3,1000,23000,8,141059,6,104,,
10410505,1,4,1500,32000,0,142032,8,104,,
10410601,0,2,6000,2000,1,141035,4,104,,
10410602,0,3,1500,6000,2,141063,6,104,,
10410603,0,5,5000,12000,3,141031,5,104,,
10410604,0,8,1500,24000,4,141063,8,104,,
10410701,1,3,1000,2000,5,141059,6,104,,
10410702,0,5,5000,5000,6,141035,5,104,,
10410703,0,3,3500,11000,7,141031,6,104,,
10410801,0,3,1500,2000,8,141059,6,104,,
10410802,0,4,3000,7000,0,142032,8,104,,
10410803,0,3,2000,13000,1,141031,6,104,,
10410804,1,4,3500,21000,2,142032,8,104,,
10410805,1,3,2500,30000,3,141059,6,104,,
10410806,0,3,2000,42000,4,141033,6,104,,
10410901,0,3,2000,2000,5,141058,6,104,,
10410902,1,4,1000,5000,6,142032,8,104,,
10410903,0,4,2000,11000,7,141058,8,104,,
10410904,0,5,3000,23000,8,141034,10,104,,
10410905,0,3,7000,32000,0,141035,6,104,,
10410906,0,5,2000,40000,1,141063,10,104,,
10410907,0,3,5000,55000,2,141035,6,104,,
10410908,0,3,8000,80000,3,141059,6,104,,
10411001,0,6,2500,2000,4,141034,12,104,,
10411002,1,3,2000,7000,5,141063,6,104,,
10411003,1,3,2000,13000,6,141063,6,104,,
10411004,0,3,3000,21000,7,141059,6,104,,
10411005,0,3,2000,30000,8,141059,6,104,,
10411006,0,4,1000,42000,0,141058,8,104,,
10411101,0,3,3000,2000,1,141035,6,104,,
10411102,0,4,1000,7000,2,142032,8,104,,
10411103,0,3,3000,13000,3,141033,6,104,,
10411104,0,5,2000,21000,0,141063,10,104,,
10411105,1,3,1000,30000,0,141035,6,104,,
10411106,0,4,3000,42000,1,141031,8,104,,
10411107,0,6,3000,55000,2,141034,12,104,,
10411201,1,4,2000,2000,3,141035,8,104,,
10411202,0,5,1500,4000,4,141063,10,104,,
10411203,1,4,1000,8000,5,142032,8,104,,
10411204,0,3,3000,16000,6,141033,6,104,,
10411205,1,4,1500,27000,7,142032,8,104,,
10411206,1,5,3000,38000,8,141063,10,104,,
10411207,0,4,2000,45000,0,141033,8,104,,
10411301,1,1,1000,2000,1,142037,1,104,,
10411302,0,4,1500,7000,2,141058,8,104,,
10411303,0,3,3000,13000,3,141059,6,104,,
10411304,0,4,3000,21000,4,141059,8,104,,
10411305,1,3,2000,30000,5,141035,6,104,,
10411306,0,5,3500,42000,6,141034,10,104,,
10411307,0,5,3000,55000,7,141034,10,104,,
10411308,0,5,2000,67000,8,141033,10,104,,
10510101,0,6,1500,2000,0,141038,12,105,,
10510102,0,3,1500,11000,0,141043,6,105,,
10510201,1,5,2000,2000,0,141042,10,105,,
10510202,0,3,1000,17000,0,141043,6,105,,
10510301,0,1,1500,2000,0,142037,1,105,,
10510302,1,5,2000,5000,0,141042,10,105,,
10510303,0,3,1500,11000,0,141043,6,105,,
10510304,1,4,3000,23000,0,142061,8,105,,
10510305,1,4,3000,32000,0,142061,8,105,,
10510401,0,2,5000,2000,0,141041,2,105,,
10510402,0,6,1000,7000,0,141039,12,105,,
10510403,0,5,2000,13000,0,141044,10,105,,
10510404,0,3,1000,21000,0,141043,6,105,,
10510405,0,2,4500,30000,0,141041,2,105,,
10510406,1,4,1500,42000,0,141042,8,105,,
10510501,1,3,7500,2000,0,141041,3,105,,
10510502,0,1,2000,7500,0,142046,1,105,,
10510503,0,8,1000,11000,0,141042,16,105,,
10510601,0,5,1500,2000,0,141044,10,105,,
10510602,0,6,2000,5000,0,141043,12,105,,
10510603,1,5,3000,11000,0,142045,10,105,,
10510604,1,4,5500,23000,0,141062,4,105,,
10510605,0,8,2000,32000,0,141042,10,105,,
10510701,1,3,3500,2000,0,141041,3,105,,
10510702,0,4,2000,9000,0,141042,8,105,,
10510703,0,3,3000,20000,0,141044,6,105,,
10510704,0,3,3500,24000,0,141041,3,105,,
10510705,0,2,3000,38000,0,141062,2,105,,
10510801,0,5,3000,2000,0,141041,5,105,,
10510802,0,4,1500,6000,0,141043,8,105,,
10510803,0,3,3000,12000,0,141062,3,105,,
10510804,0,4,1500,24000,0,141043,8,105,,
10510901,1,5,1000,2000,0,141044,10,105,,
10510902,0,6,3000,5000,0,141062,6,105,,
10510903,0,8,3500,11000,0,141041,8,105,,
10511001,0,5,1500,2000,0,141044,10,105,,
10511002,0,4,3000,7000,0,142045,8,105,,
10511003,0,6,2000,13000,0,141041,6,105,,
10511004,0,4,2000,21000,0,141043,8,105,,
10511005,1,4,3500,30000,0,142061,8,105,,
10511006,1,4,2500,42000,0,141044,8,105,,
10511007,0,4,2000,50000,0,141044,8,105,,
10511101,0,3,2000,2000,0,141040,3,105,,
10511102,1,3,2500,3000,0,141040,3,105,,
10511103,0,6,2000,9000,0,141041,6,105,,
10511104,0,5,3000,20000,0,141042,10,105,,
10511105,0,4,3500,24000,0,141041,8,105,,
10511106,0,6,2000,34000,0,141043,12,105,,
10511107,0,4,3000,80000,0,141041,8,105,,
10511201,0,8,4000,2000,0,141043,16,105,,
10511202,0,5,1500,13000,0,141044,10,105,,
10511203,0,4,3000,18000,0,142061,8,105,,
10511204,0,4,3000,25000,0,141040,8,105,,
10511301,0,5,3000,2000,0,142045,10,105,,
10511302,0,3,1000,5500,0,141041,6,105,,
10511303,0,5,3000,15000,0,142061,10,105,,
10511401,0,5,3000,2000,0,141062,5,105,,
10511402,0,5,2000,3500,0,141062,5,105,,
10511501,1,1,1000,2000,0,142046,1,105,,
10511502,0,3,4000,20000,0,141041,6,105,,
10511503,0,6,3000,22000,0,142061,6,105,,
10511504,0,6,2000,25000,0,141043,6,105,,
10511505,0,4,2000,60000,0,142061,8,105,,
10511506,0,6,1500,70000,0,141042,12,105,,
120101,0,3,1500,2000,0,141002,3,1,,
120102,0,4,500,9000,0,141001,5,1,,
120103,0,4,500,15000,0,141001,5,1,,
120104,0,3,1000,25000,0,141002,3,1,,
120105,0,6,500,30000,0,141001,7,,,
120106,0,7,500,37000,0,141001,7,,,
120107,0,3,1000,44000,0,141002,3,,,
120108,0,16,500,48000,0,141001,16,,,
120109,0,6,500,60000,0,141002,6,,,
120110,0,30,100,66000,0,141001,30,,,
220101,0,3,500,2000,0,141001,3,2,,
220102,0,7,1000,6000,0,141001,7,2,,
220103,0,6,4000,16000,0,141008,6,2,,
220104,0,12,3000,40000,0,141002,12,2,,
220105,0,10,800,76000,0,141001,10,,,
220106,0,20,1000,87000,0,141001,20,,,
220107,0,12,3000,110000,0,141008,12,,,
220108,0,18,2000,150000,0,141002,18,,,
220109,0,40,500,190000,0,141001,40,,,
220110,0,10,3000,214000,0,141008,10,,,
220111,0,3,500,248000,0,141002,3,,,
220112,0,6,500,261000,0,141002,6,,,
220113,0,9,500,266000,0,141002,9,,,
220114,0,12,500,273000,0,141002,12,,,
220115,0,15,500,282000,0,141002,15,,,
220116,0,18,500,293000,0,141002,18,,,
320101,0,3,1000,2000,0,141008,3,1,,
320102,0,3,1000,7000,0,141008,3,1,,
320103,0,3,1000,12000,0,141008,3,1,,
320104,0,100,500,19000,0,141001,100,1,,
320105,0,30,1000,75000,0,141002,35,,,
320106,0,10,500,108000,0,141002,10,,,
420101,0,4,3000,2000,0,141008,4,2,,
420102,0,18,800,2000,1,141001,18,2,,
420103,0,6,2000,20000,0,141008,6,2,,
420104,0,6,2500,21000,1,141002,6,2,,
420105,0,8,3000,38000,0,141008,8,,,
420106,0,12,2000,38000,1,141064,12,,,
420107,0,8,3000,65000,0,141008,8,,,
420108,0,8,2000,65000,1,141002,8,,,
420109,0,10,3000,83000,0,141008,10,,,
420110,0,7,2000,83000,1,141005,7,,,
520101,0,15,1000,2000,0,141001,15,3,,
520102,0,20,1000,2000,1,141001,20,3,,
520103,0,25,1000,21000,0,141001,25,3,,
520104,0,25,1000,27000,1,141001,25,,,
520105,0,16,2500,55000,0,141002,16,,,
520106,0,10,4000,55000,1,141008,10,,,
520107,0,15,2000,100000,1,141064,15,,,
520108,0,11,4000,101000,0,141008,11,,,
520109,0,11,3000,150000,0,141008,11,,,
520110,0,15,1000,130000,1,141064,15,,,
520111,0,15,1000,150000,1,141064,15,,,
520112,0,12,1000,170000,0,141002,12,,,
520113,0,12,1000,186000,0,141002,12,,,
520114,0,20,2000,186000,1,141065,20,,,
520115,0,4,2000,200000,0,141065,4,,,
520116,0,11,2000,210000,0,141008,11,,,
520117,0,11,2000,220000,0,141008,11,,,
520118,0,8,3000,246000,0,141065,8,,,
620101,0,4,500,2000,0,141001,4,3,,
620102,0,4,500,2000,1,141002,4,3,,
620103,0,4,500,7000,0,141001,4,3,,
620104,0,4,500,11000,0,141001,4,,,
620105,0,4,500,11000,1,141002,4,,,
620106,0,4,500,15000,0,141001,4,,,
620107,0,4,500,17000,1,141002,4,,,
620108,0,3,1000,19000,0,141003,3,,,
620109,0,5,500,25000,1,141002,5,,,
620110,0,6,500,29000,0,141001,6,,,
620111,0,6,500,35000,0,141001,6,,,
620112,0,5,500,36000,1,141002,5,,,
620113,0,6,500,42000,0,141001,6,,,
620114,0,5,500,50000,1,141002,5,,,
620115,0,3,1000,51000,0,141003,3,,,
620116,0,10,500,57000,0,141001,10,,,
620117,0,3,500,57000,1,141002,3,,,
620118,0,10,500,65000,0,141001,10,,,
620119,0,3,500,65000,1,141002,3,,,
620120,0,10,500,75000,0,141001,10,,,
620121,0,6,500,75000,1,141002,6,,,
620122,0,9,500,85000,0,141001,9,,,
620123,0,6,500,89000,1,141002,6,,,
620124,0,2,4000,97000,0,141009,2,,,
620125,0,2,4000,97000,1,141009,2,,,
720101,0,8,2000,2000,1,141008,8,4,,
720102,0,8,2000,2000,0,141002,8,4,,
720103,0,10,2000,28000,1,141008,10,,,
720104,0,2,4000,30000,0,141003,2,,,
720105,0,5,1000,38000,0,141002,5,,,
720106,0,10,2000,40000,1,141008,12,,,
720107,0,5,1000,45000,0,141002,5,,,
720108,0,10,2000,53000,1,141008,10,,,
720109,0,3,2000,53000,0,141003,3,,,
720110,0,3,2000,62000,0,141002,12,,,
720111,0,12,2000,75000,1,141008,12,,,
720112,0,2,2000,80000,0,141003,2,,,
720113,0,2,2000,86000,0,141003,2,,,
720114,0,5,7000,92000,1,141007,5,,,
720115,0,12,500,92000,0,141002,12,,,
720116,0,12,1000,120000,1,141008,12,,,
720117,0,12,500,120000,0,141002,12,,,
720118,0,8,5000,135000,1,141007,5,,,
720119,0,3,3000,135000,0,141009,5,,,
820101,0,5,2000,2000,0,141064,5,4,,
820102,0,5,2000,2000,1,141064,5,4,,
820103,0,5,2000,15000,0,141002,5,4,,
820104,0,5,2000,15000,1,141002,5,4,,
820105,0,10,2000,27000,0,141064,10,4,,
820106,1,10,2000,27000,1,141064,10,4,,
820107,1,7,2000,50000,0,141002,7,4,,
820108,1,7,2000,50000,1,141002,7,4,,
820109,1,2,2000,66000,0,141003,2,4,,
820110,1,2,2000,66000,1,141003,2,4,,
820111,1,4,5000,75000,0,141006,4,4,,
820112,1,4,5000,75000,1,141006,4,4,,
820113,1,2,2000,93000,0,141003,2,4,,
820114,1,2,2000,93000,1,141003,2,4,,
820115,1,40,2000,98000,0,141008,40,4,,
820116,1,40,2000,98000,1,141008,40,4,,
820117,1,10,3000,180000,0,141006,10,4,,
820118,1,10,3000,180000,1,141006,10,4,,
820119,0,4,3000,213000,0,142004,4,4,,
820120,0,4,3000,213000,1,142004,4,4,,
820121,0,1,5000,222000,0,141010,1,4,,
820122,0,1,5000,222000,1,141010,1,4,,
820123,1,20,2000,240000,0,141008,20,4,,
820124,0,20,2000,240000,1,141008,20,4,,
820125,1,3,5000,285000,0,141050,3,4,,
820126,1,3,5000,285000,1,141050,3,4,,
920101,0,10,2000,2000,0,141011,10,,,
920102,0,10,1500,2000,1,141008,10,,,
920103,0,20,1500,17000,1,141008,20,,,
920104,0,20,2000,20000,0,141011,20,,,
920105,0,30,1500,50000,1,141008,30,,,
920106,0,30,2000,63000,0,141011,30,,,
920107,0,50,1500,100000,1,141008,50,,,
920108,0,40,1000,130000,0,141002,40,,,
920109,0,6,2000,180000,1,141014,6,,,
920110,0,10,2000,195000,1,141014,10,,,
920111,0,10,1000,200000,0,141048,10,,,
920112,0,20,1000,215000,0,141048,20,,,
920113,0,10,2000,220000,1,141014,10,,,
920114,0,10,2000,245000,1,141014,10,,,
920115,0,20,1000,250000,0,141048,20,,,
920116,0,6,2000,255000,2,141007,6,,,
920117,0,20,1000,275000,0,141048,20,,,
920118,0,6,2000,275000,2,141007,6,,,
920119,0,6,2000,290000,2,141007,6,,,
1020101,0,5,500,2000,1,141008,5,,,
1020102,0,10,500,2000,2,141001,10,,,
1020103,0,20,500,5000,1,141008,20,,,
1020104,0,20,500,8000,2,141001,20,,,
1020105,0,20,500,16000,1,141008,20,,,
1020106,0,30,500,19000,2,141001,30,,,
1020107,0,40,500,27000,1,141008,40,,,
1020108,0,40,500,35000,2,141001,40,,,
1020109,0,50,500,56000,1,141008,50,,,
1020110,0,50,500,56000,2,141001,50,,,
1120101,0,12,2000,2000,0,141002,12,,,
1120102,0,20,4000,2000,1,142018,20,,,
1120103,0,3,2000,25000,0,141003,3,,,
1120104,0,40,4000,50000,1,142018,40,,,
1120105,0,25,2000,50000,0,141008,25,,,
1120106,0,20,2000,80000,0,141011,20,,,
1120107,0,3,2000,105000,0,141052,3,,,
1120108,0,8,2000,110000,0,141014,8,,,
1120109,0,40,2000,135000,1,142018,40,,,
1120110,0,8,2000,135000,0,141014,8,,,
1120111,0,10,2000,145000,0,141048,10,,,
1120112,0,2,1000,157000,0,141052,2,,,
1120113,0,10,1000,163000,0,141051,10,,,
1120114,0,2,2000,175000,0,141052,2,,,
1220101,0,10,2000,2000,0,141066,10,,,
1220102,0,10,2000,2000,1,141066,10,,,
1220103,0,20,1500,25000,0,141011,20,,,
1220104,0,20,1500,25000,1,141011,20,,,
1220105,0,6,3000,60000,0,142018,6,,,
1220106,0,6,3000,60000,1,142018,6,,,
1220107,0,5,3000,80000,0,141014,5,,,
1220108,0,5,3000,80000,1,141014,5,,,
1220109,0,10,3000,100000,0,141014,10,,,
1220110,0,10,3000,100000,1,141014,10,,,
1220111,0,20,2000,135000,0,141066,20,,,
1220112,0,20,2000,135000,1,141066,20,,,
1220113,0,20,2000,180000,0,141066,20,,,
1220114,0,20,2000,180000,1,141066,20,,,
1220115,0,10,2000,225000,0,142018,10,,,
1220116,0,10,2000,225000,1,142018,10,,,
1220117,0,10,2000,250000,0,142018,10,,,
1220118,0,10,2000,250000,1,142018,10,,,
1220119,0,10,2000,275000,0,142018,10,,,
1220120,0,10,2000,275000,1,142018,10,,,
1220121,0,10,1000,300000,0,141048,10,,,
1220122,0,10,1000,300000,1,141048,10,,,
1220123,0,10,1000,313000,0,141048,10,,,
1220124,0,10,1000,313000,1,141048,10,,,
1220125,0,10,1000,325000,0,141048,10,,,
1220126,0,10,1000,325000,1,141048,10,,,
1220127,0,5,2000,340000,0,141012,5,,,
1220128,0,5,2000,340000,1,141012,5,,,
1220129,0,10,2000,355000,0,141012,10,,,
1220130,0,10,2000,355000,1,141012,10,,,
1220131,0,10,2000,380000,0,141012,10,,,
1220132,0,10,2000,380000,1,141012,10,,,
1320101,0,12,1500,2000,1,141013,12,7,,
1320102,0,10,1000,20000,0,141011,10,7,,
1320103,0,6,3000,24000,1,141011,6,7,,
1320104,0,2,2000,32000,0,141011,2,7,,
1320105,0,8,3000,40000,0,141011,8,7,,
1320106,0,10,3000,41000,1,141011,10,7,,
1320107,0,2,3000,66000,0,141015,2,7,,
1320108,0,10,3000,70000,1,141011,10,7,,
1320109,0,6,2000,72000,0,141011,6,7,,
1320110,1,3,2000,75000,0,141011,3,7,,
1320111,1,8,1000,82000,0,141011,8,7,,
1320112,0,8,2000,100000,1,141015,8,7,,
1320113,0,3,2000,102000,0,141014,2,7,,
1320114,0,5,2000,106000,0,141014,5,7,,
1320115,1,4,2000,120000,1,141014,4,7,,
1320116,1,4,2000,120000,0,141014,4,7,,
1320117,0,10,2000,130000,0,141013,10,7,,
1320118,0,8,2000,132000,1,141051,8,7,,
1420101,0,2,1000,2000,0,141067,2,,,
1420102,0,10,1000,2000,1,141066,10,,,
1420103,0,2,1000,5000,0,141003,2,,,
1420104,0,6,1000,7000,2,141048,6,,,
1420105,0,10,500,15000,1,141066,10,,,
1420106,0,4,1000,15000,0,141067,4,,,
1420107,0,2,1000,20000,0,141003,2,,,
1420108,0,6,1000,23000,2,141048,6,,,
1420109,0,20,500,30000,1,141066,20,,,
1420110,1,7,1000,30000,0,141067,7,,,
1420111,1,10,1000,39000,2,141048,10,,,
1420112,0,20,500,52000,1,141066,20,,,
1420113,0,7,1000,52000,0,141067,7,,,
1420114,0,10,1000,61000,2,141048,10,,,
1420115,1,4,2000,75000,1,141012,4,,,
1420116,1,10,1000,75000,0,141067,10,,,
1420117,0,10,1000,86000,2,141048,10,,,
1420118,0,4,2000,99000,1,141012,4,,,
1420119,1,10,1000,99000,0,141067,10,,,
1420120,0,10,1000,110000,2,141048,10,,,
1420121,0,16,500,110000,1,141066,16,,,
1420122,0,4,2000,120000,1,141012,4,,,
1420123,0,10,1000,120000,0,141067,10,,,
1420124,0,10,1000,132000,2,141048,10,,,
1420125,0,20,500,132000,1,141066,20,,,
1520101,0,1,2000,2000,0,141053,1,,,
1520102,0,1,2000,2000,1,141053,1,,,
1520103,0,4,4000,2000,2,141012,4,,,
1520104,0,10,1500,4000,0,141011,10,,,
1520105,0,9,1500,4000,1,141048,9,,,
1520106,1,10,1500,21000,0,141011,10,,,
1520107,1,10,1500,21000,1,141048,10,,,
1520108,1,20,1500,38000,2,141066,20,,,
1520109,1,10,1500,38000,0,141011,10,,,
1520110,1,10,1500,40000,1,141048,10,,,
1520111,1,2,3000,58000,0,141053,2,,,
1520112,1,3,3000,65000,1,141053,3,,,
1520113,1,6,2000,72000,2,141012,6,,,
1520114,1,25,1000,75000,0,141011,25,,,
1520115,1,10,1000,80000,1,141048,10,,,
1520116,1,20,1000,85000,2,141066,20,,,
1620101,0,2,6000,2000,0,141019,2,,,
1620102,0,14,2000,2000,1,141014,14,,,
1620103,0,120,1000,10000,2,141008,120,,,
1620104,0,15,2000,30000,0,141048,15,,,
1620105,0,15,2000,31000,1,141014,15,,,
1620106,0,15,2000,62000,0,141048,15,,,
1620107,0,15,2000,62000,1,141014,15,,,
1620108,0,4,4000,95000,0,141053,4,,,
1620109,0,6,4000,95000,1,141015,6,,,
1620110,0,10,2000,121000,0,141048,10,,,
1620111,0,10,2000,121000,1,141014,10,,,
1620112,0,11,3000,125000,2,141007,11,,,
1620113,0,40,500,145000,0,141008,40,,,
1620114,0,10,3000,145000,1,141015,10,,,
1720101,0,8,2000,2000,0,141020,10,9,,
1720102,0,3,2500,6000,0,141022,3,9,,
1720103,0,2,2000,7000,0,141021,2,9,,
1720104,0,13,2000,15000,1,141020,15,9,,
1720105,0,4,5000,20000,1,141022,4,9,,
1720106,0,2,3000,32000,1,141021,2,9,,
1720107,0,2,2500,45000,2,141021,2,9,,
1720108,0,3,4000,46000,2,141022,3,9,,
1720109,0,2,3000,60000,3,141024,2,9,,
1820101,0,8,2000,2000,0,141020,12,9,,
1820102,0,2,4000,6000,0,141022,2,9,,
1820103,0,3,4000,7000,1,141021,3,9,,
1820104,0,10,2000,15000,1,141020,10,9,,
1820105,0,3,5000,20000,1,141022,3,9,,
1820106,0,3,5000,32000,2,141021,3,9,,
1820107,0,7,4000,45000,2,141021,7,9,,
1820108,0,4,4000,46000,3,141022,4,9,,
1820109,0,2,6000,60000,3,141024,2,9,,
1920101,0,6,2000,2000,0,141020,8,9,,
1920102,0,1,2500,6000,0,141027,1,9,,
1920103,0,2,2000,7000,0,141021,2,9,,
1920201,0,8,2000,2000,0,141020,10,9,,
1920202,0,5,5000,6000,0,141022,5,9,,
1920203,0,5,3000,10000,0,141021,5,9,,
1920204,0,2,5000,20000,1,141027,2,9,,
1920205,0,1,3000,30000,1,141024,1,9,,
1920206,0,8,2000,35000,1,141020,10,9,,
1920301,0,10,2000,2000,2,141020,10,9,,
1920302,0,2,5000,6000,2,141022,2,9,,
1920303,0,2,3000,10000,2,141021,2,9,,
1920304,0,3,2500,20000,2,141021,3,9,,
1920305,0,2,4000,25000,2,141022,2,10,,
1920306,0,2,3000,30000,3,141023,2,10,,
1920307,0,3,4000,40000,3,141022,4,10,,
1920308,0,4,4000,45000,3,141027,4,10,,
2020101,0,6,2000,2000,0,141020,8,9,,
2020102,0,1,2500,6000,0,141027,1,9,,
2020103,0,2,2000,7000,0,141021,2,9,,
2020201,0,10,2000,2000,1,141020,10,9,,
2020202,0,2,5000,6000,1,141022,2,9,,
2020203,0,2,3000,10000,1,141021,2,9,,
2020204,0,3,2500,20000,1,141021,3,9,,
2020205,0,2,4000,25000,1,141022,2,9,,
2020206,0,2,4000,30000,1,141027,2,9,,
2020301,0,8,2000,2000,0,141020,10,9,,
2020302,0,5,5000,6000,0,141023,5,9,,
2020303,0,5,3000,10000,0,141023,5,9,,
2020304,0,2,5000,20000,0,141027,2,9,,
2020305,0,1,3000,30000,2,141024,1,10,,
2020306,0,8,2000,35000,1,141020,10,10,,
2020307,0,3,4000,40000,2,141022,4,10,,
2020308,0,4,4000,45000,2,141027,4,10,,
2120101,0,8,2000,2000,0,141020,10,11,,
2120102,0,8,2000,12000,1,141020,10,11,,
2120201,0,8,2000,2000,1,141020,10,11,,
2120202,0,3,4000,5000,1,141021,3,11,,
2120203,0,3,2000,13000,0,141025,3,11,,
2120204,0,3,2000,19000,0,141025,3,11,,
2120301,0,3,2000,2000,1,141021,3,11,,
2120302,0,3,2000,8000,1,141022,3,11,,
2120303,0,4,2000,20000,0,141021,4,11,,
2120304,0,4,2000,30000,0,141022,4,11,,
2120305,0,2,4000,25000,1,141022,2,11,,
2120306,0,4,3000,26000,1,141023,4,11,,
2120401,0,3,2000,2000,1,141027,3,11,,
2120402,0,3,2000,8000,1,141027,3,11,,
2120403,0,4,2000,20000,0,141021,4,11,,
2120404,0,3,2000,30000,0,141025,3,11,,
2120405,0,3,2000,25000,1,141025,3,11,,
2120406,0,4,3000,26000,1,141023,4,11,,
2120407,0,6,2500,45000,0,141021,6,11,,
2120408,0,3,4000,46000,0,141022,3,11,,
2120409,0,2,3000,60000,0,141024,2,11,,
2120501,0,8,2000,2000,0,141020,10,11,,
2120502,0,3,2500,6000,0,141022,3,11,,
2120503,0,4,2000,7000,0,141021,4,11,,
2120504,0,13,2000,15000,1,141020,15,11,,
2120505,0,4,5000,20000,1,141022,4,11,,
2120506,0,4,3000,32000,1,141021,4,11,,
2120507,0,6,2500,45000,0,141027,6,11,,
2120508,0,3,4000,46000,0,141022,3,11,,
2120509,0,2,3000,60000,0,141056,2,11,,
2120510,0,6,2000,65000,1,141025,6,11,,
2120511,0,2,2000,65000,1,141026,2,11,,
2120512,1,12,1000,65000,1,141020,12,11,,
2220101,0,6,2000,2000,0,141020,6,11,,
2220102,0,2,4000,3000,0,141054,2,11,,
2220201,0,7,2000,2000,2,141020,7,11,,
2220202,0,2,4000,5000,2,141021,2,11,,
2220203,0,1,2000,22000,2,141025,1,11,,
2220204,0,1,2000,24000,2,141025,1,11,,
2220301,0,1,2000,2000,3,141027,1,11,,
2220302,0,1,5000,6000,3,141027,1,11,,
2220303,0,1,3000,10000,3,141027,1,11,,
2220304,0,1,2500,14000,3,141027,1,11,,
2220305,0,1,4000,18000,3,141027,1,11,,
2220306,0,1,3000,22000,3,141027,1,11,,
2220401,0,6,2000,2000,0,141023,6,11,,
2220402,0,2,4000,6000,0,141022,2,11,,
2220403,0,2,4000,7000,0,141021,2,11,,
2220404,0,6,2000,15000,1,141023,6,11,,
2220405,0,2,5000,20000,1,141022,2,11,,
2220406,0,2,4000,32000,1,141021,2,11,,
2220407,0,2,4000,45000,2,141021,2,11,,
2220408,0,2,4000,46000,3,141027,2,11,,
2220409,0,1,4000,60000,2,141024,1,11,,
2220501,0,6,2000,2000,2,141023,6,11,,
2220502,0,2,4000,6000,3,141027,2,11,,
2220503,0,2,4000,15000,3,141027,2,11,,
2220504,0,6,2000,15000,2,141020,6,11,,
2220505,0,2,5000,20000,2,141022,2,11,,
2220506,0,3,3000,32000,2,141021,3,11,,
2220507,0,3,2500,45000,0,141021,3,11,,
