object_list,,,,,,,,,,,,,
语言包key,按表进行分类,中文简体,中文简体,英文,英文,英文,英文,,,,,,
133138,item,纯净的乌金,品质更高的乌金，可用于升级防御塔的攻击力和射程。,Pure Black Gold,"Higher quality black gold, used to fortify defense towers.",,,,,,,,
133139,item,完美的乌金,品质更高的乌金，可用于升级防御塔的攻击力和射程。,Perfect Black Gold,"Higher quality black gold, used to fortify defense towers.",,,,,,,,
133140,item,精粹的大地精华,品质更高的大地精华，它的魔力可以用来升级法术。,Pure Earth Essence,"Higher quality earth essence, used to upgrade magic skills.",,,,,,,,
133141,item,无杂质的大地精华,品质更高的大地精华，它的魔力可以用来升级法术。,Perfect Earth Essence,"Higher quality earth essence, used to upgrade magic skills.",,,,,,,,
133142,item,充满魔力的大地精华,品质更高的大地精华，它的魔力可以用来升级法术。,Magical Earth Essence,"Higher quality earth essence, used to upgrade magic skills.",,,,,,,,
133143,item,精粹的空气精华,品质更高的空气精华，它的魔力可以用来升级法术。,Pure Air Essence,"Higher quality air essence, used to upgrade magic skills.",,,,,,,,
133144,item,无杂质的空气精华,品质更高的空气精华，它的魔力可以用来升级法术。,Perfect Air Essence,"Higher quality air essence, used to upgrade magic skills.",,,,,,,,
133145,item,充满魔力的空气精华,品质更高的空气精华，它的魔力可以用来升级法术。,Magical Air Essence,"Higher quality air essence, used to upgrade magic skills.",,,,,,,,
133146,item,精粹的水之精华,品质更高的水之精华，它的魔力可以用来升级法术。,Pure Water Essence,"Higher quality water essence, used to upgrade magic skills.",,,,,,,,
133147,item,无杂质的水之精华,品质更高的水之精华，它的魔力可以用来升级法术。,Perfect Water Essence,"Higher quality water essence, used to upgrade magic skills.",,,,,,,,
133148,item,充满魔力的水之精华,品质更高的水之精华，它的魔力可以用来升级法术。,Magical Water Essence,"Higher quality water essence, used to upgrade magic skills.",,,,,,,,
134001,item,1级升级书,用于英雄技能升级,Upgrade Tome,"A rare and magical tome,Used to upgrade hero skills.",,,,,,,,
134011,item,英雄技能升级书,,,,,,,,,,,
135088,item,超能力小组,拥有超能力的行动小组，他们擅长执行各种不可能完成的任务。,M Alliance,A group of humans with genetic mutations that serve to protect the populace.,,,,,,,,
135089,item,忍者神龟,四只功夫高强的乌龟，在接受老师-斯普林特的忍术教导后，更是锋芒毕露。,Kungfu Tortoises,Four tortoises trained in the arts of kungfu always ready to go to battle.,,,,,,,,
135090,item,复仇者联盟,众多超级英雄组成的“复仇者”团队，共同惩恶扬善，为和平而战。,The Punishers,A group of allied heroes ready to fight the forces of evil.,,,,,,,,
135091,item,龙珠,为了呼唤神龙，一群寻找龙珠的志愿者。,Dragon Tribe,"This group of fighters have unworldy powers, especially when enraged.",,,,,,,,
135092,item,恐龙战队,粉碎邪恶女王潘多拉的邪恶野心，守护地球的英雄们。,KBS,"The Kick Butt Squad, not much they can't do.",,,,,,,,
135093,item,变形金刚,赛伯坦星球上的机器生命，分为霸天虎和汽车人正邪两派。,Mechbots,"From a distant planet, these living machines fight for honor and friendship.",,,,,,,,
34001,originDesc,,酒馆抽牌，免费礼物,,"& * @|Tavern cards,Free Gifts",,,,,,,,
34002,originDesc,,货栈获得，税收获得,,"& * @|Supply Station chests,Level taxes",,,,,,,,
34003,originDesc,,货栈获得，免费礼物,,"& * @|Supply Station chests,Free Gifts",,,,,,,,
34004,originDesc,,免费礼物,,& * @|Free Gifts,,,,,,,,
34005,originDesc,,税收获得,,& * @|Level taxes,,,,,,,,
34006,originDesc,,酒馆抽牌,,& * @|Tavern cards,,,,,,,,
34007,originDesc,,货栈宝箱商人获得,,& * @|Supply Station supplier chests,,,,,,,,
34008,originDesc,,货栈商人获得,,& * @|Supply Station suppliers,,,,,,,,
34009,originDesc,,请求获得礼物,,& * @|Request Gifts,,,,,,,,
141001,monsters,地精,,Goblin,Small but deadly in packs.,,,,,,,,
141002,monsters,兽人,,Orc,Footsoldier of the enemy ranks. Light Armor.,,,,,,,,
141003,monsters,巫医,,Witch Doc,"Magic wielding orcs, they heal allies.",,,,,,,,
142004,monsters,嗜血飞龙,,Blood Wyvern,"Raised by orcs, these beasts are fierce, strong and can fly.",,,,,,,,
141005,monsters,野猪,,Wild Boar,"Raised by orcs, these beasts love to run and they run fast.",,,,,,,,
141006,monsters,兽人投斧手,,Orc Axer,Main range component of the orc army.,,,,,,,,
141007,monsters,狼骑士,,Wolfrider,"The orc cavalry. Horses are not big fans of orcs, so they ride wolves.",,,,,,,,
141008,monsters,座狼,,Wolf,The orc cavalry's faithful mount.,,,,,,,,
141009,monsters,比蒙巨兽,,Fragger,"Berserk beasts, they are chained to keep them from turning on their owners.",,,,,,,,
141010,monsters,恶狼先锋,,Wolfbane,The orc famous for his ability to tame wolves. They will defend him with their lives. He wields a massive wolf-tooth club that is infamous for its ability to tear apart enemies. ,,,,,,,,
141011,monsters,雪原土著战士,,Tundra Soldier,The people of the tundra tribes have been driven to madness.,,,,,,,,
141012,monsters,雪原土著酋长,,Tundra Captain,"Captains of the tundra armies, they are able to boost the morale and movespeed of their allies.",,,,,,,,
141013,monsters,雪怪,,Yeti,"Once thought to be a legend, these beasts are excellent melee combatants.",,,,,,,,
141014,monsters,寒冬野猪,,Wintry Boar,Quick boars of the ice fields. They are also immune to speed-reducing effects.,,,,,,,,
141015,monsters,熊人战士,,Ursarius,"Worshipped by the Tundra's people, the Ursarius are the most formidable warriors of the tundra plains.",,,,,,,,
141016,monsters,恶魔雪人,,Yetimon,"A demon possessing an unfortunate Yeti, his favorite attack is throwing giant snowballs at his enemies.",,,,,,,,
141017,monsters,雪原土著狂战士,,Frost Berserker,"Faithful to the cold, they love to throw snowballs",,,,,,,,
142018,monsters,冰晶凤凰,,Crystal Phoenix,"Ruler of the sky, this powerfully, magical creature prefers to travel alone.",,,,,,,,
141019,monsters,寒冰之心,,Heart of Winter,"The Heart of Winter goes by no other name and is the ruler of the Tundra. Recently poisoned and now under the influence of an orcish, dark power, he is the reason why all humans and creatures of the tundra have all gone mad.",,,,,,,,
141020,monsters,小恶魔,,Lil Demon,"A lesser demon, they travel in packs to cause trouble.",,,,,,,,
141021,monsters,三头地狱犬,,Cerberusia,"Demons descended from Cerberus, these three-headed dogs are quick and fierce.",,,,,,,,
141022,monsters,妖姬,,Succubus,"Taking the shape of beautiful women, the Succubii seduce the weak hearted to do their bidding.",,,,,,,,
141023,monsters,投火怪,,Flamewielder,A hellish creature able to control the element of fire. Their attacks have a large area of effect.,,,,,,,,
141024,monsters,恶魔守卫,,Demon Legionnaire,These warriors gain movement speed when first attacked and after killing an enemy.,,,,,,,,
141025,monsters,烈焰战马,,Firuus,"The war-horses of hell, they never tire. There is only way to stop them and that is permanently.",,,,,,,,
141026,monsters,岩浆傀儡,,Magma Elemental,"A towering being of magma, all enemies around them are burned to a crisp.",,,,,,,,
141027,monsters,烟鬼,,Smoker,"Charred from head to toe, the creature yet survives and all the while emitting dense smoke around them.",,,,,,,,
141028,monsters,灾难领主,,Captain of Destruction,"The evil orcs have summoned the captain of hell to the surface in an attempt to hinder our attack. Known as the Captain of Destruction, he is the one leading the attack through the portal into our world.",,,,,,,,
141029,monsters,骷髅,,Skeleton,The skeletons are undead soldiers who mindlessly march forward.,,,,,,,,
141030,monsters,仙人掌,,Cactaren,Cactus people of the desert who have been cursed to do evil's bidding. Those who attack them will be harmed by their thorns in return.,,,,,,,,
141031,monsters,死灵法师,,Necromancer,"Adept in the dark arts, the necromancers enjoy summoning skeletons to their side.",,,,,,,,
142032,monsters,秃鹫,,Vulture,"A scavenger, the vultures fly above battlefields looking for an easy meal.",,,,,,,,
141033,monsters,沙漠巨蝎,,Giant Scorpion,"Native to the desert, the scorpion relies on its pincers and tail for defense. A A tough foe to kill the lower their health falls, the stronger their armor is.",,,,,,,,
141034,monsters,阿努比斯守护者,,Anubian,"Protector of the desert, he keeps the treasures of the desert away from prying hands.",,,,,,,,
141035,monsters,木乃伊,,Mummy,Mummies are incredibly cranky undead creatures who have never forgiven those who have woken them from their slumber.,,,,,,,,
141036,monsters,宝藏猎人,,Treasure Hunter,"A hunter of treasure that traverses the world, kill him to gain extra rewards.",,,,,,,,
142037,monsters,不朽巨龙,,Dragon Immortalis,"In an attempt to conquer the world, a necromancer reassembled a dragon's skeleton and brought it back to life. The dragon howevewould take orders for no one and has been roaming, wreaking havok in his wake.",,,,,,,,
141038,monsters,蜥蜴人,,Reptili,"Natives of the marches, they can attack everything in their attack range and can slowly regenerate life.",,,,,,,,
141039,monsters,史莱姆,,Slime,"Marsh smile that has gained conciousness, their attacks are poisoned based.",,,,,,,,
141040,monsters,泥潭怪,,Mud Golem,The mud golem can sling mud balls to attack an area of effect around a target.,,,,,,,,
141041,monsters,巨型鳄鱼,,Giant Croc,"Skilled hunters, on attack they have a chance to score a critical hit and do double damage.",,,,,,,,
141042,monsters,被感染的食人花,,M.E.F.,The M.E.F. or Man Eating Flower is normally dangerous to be around but after being corrupted they are now on a rampage. They shoot corrupted seeds at their enemies.,,,,,,,,
141043,monsters,蜥蜴人祭司,,Reptili Priest,Priests help shield their allies allowing them to take reduced damage.,,,,,,,,
141044,monsters,蜥蜴人弩手,,Reptili Archer,Reptili archers have mastered the bow. Take care of their arrows.,,,,,,,,
142045,monsters,沼泽毒蛾,,Poison Moth,"Mutant moths of the marsh, they fly over the battlefield using poison dust as their weapons.",,,,,,,,
142046,monsters,沼泽之王,,Marsh King,"The Marsh King is a chimera-like dragon with mutiple heads. Revered as a god within the marshes, there is no marsh creature who dares cross his path. It is said he has never been defeated, nevertheless injured in battle. Do you dare to take him on?",,,,,,,,
142047,monsters,元素分身,,Winter Doppleganger,The Heart of Winter's doppleganger.,,,,,,,,
141048,monsters,兽人队长,兽人的队长，配备的盾牌之后拥有更好的护甲。,Orc Captain,Elite warriors and battle tacticians of the orc forces equipped with heavy armor.,,,,,,,,
141049,monsters,野猪王,巨大化的变异野猪，速度更快而且具有很强的魔法抗性。,Boar King,"A massive boar, the Boar King has increased speed and magic resistance.",,,,,,,,
141050,monsters,狂暴比蒙,最强大的巨兽，灰白色的毛皮是喝下狂暴之血而产生的变异。,Crazed Behemoth,"Behemoths corrupted by tainted water, they have a taste for blood.",,,,,,,,
141051,monsters,雪原勇士,雪原战士中的佼佼者，装备了极高的物理护甲。,Frost Soldier,"Warriors of the ancient Ice Age, they are equipped with heavy armor.",,,,,,,,
141052,monsters,雪原祭祀,在雪原部落中威望很高的大祭祀，几乎不会受到魔法的伤害。,Frost Sorceress,"Sorceresses of the ancient Ice Age, they are all but immune to magic damage.",,,,,,,,
141053,monsters,熊人将军,身负重甲的雪原熊人，几乎没有人能阻挡它前进的脚步。,Ursa Champ,"Heavily armored ursamen, not much can impede their movements..",,,,,,,,
141054,monsters,炼狱恶魔,在灼热地狱中生产的恶魔，他们的硬化皮肤可以抵挡大量物理伤害。,Purgatorist,"From the depths of Purgatory, the are resistant to physical harm.",,,,,,,,
141055,monsters,熔岩犬,在熔岩中洗练过的地狱犬，身体的温度足矣融化护甲。,Helldog,Dogs of hell running on veins of fire.,,,,,,,,
141056,monsters,恶魔督军,灾难领主的左右手，是恶魔军队中具有相当威望的统帅。,Demon Master,"The Captain of Destructions right hand, he is a master of battle tactics.",,,,,,,,
141057,monsters,骷髅王,生前是剑术高超的骑士，被复生之后还穿着重重的铠甲。,Bone King,"A champion knight brought back from the dead, armored to the bone.",,,,,,,,
141058,monsters,死灵魔导师,高阶死灵法师，可以召唤出强大的骷髅王。,Advisor of Hell,Dark magic expert able to summon troops through dimensions.,,,,,,,,
141059,monsters,蝎子王,被亡灵法师驯服的蝎子，披上铠甲后可以吸收更多的物理伤害。,Skorpio,"A scorpion from an experiment gone bad, their carapaces are heavily armored.",,,,,,,,
141060,monsters,剧毒史莱姆,毒性更强的史莱姆，它的剧毒皮肤可以为它阻挡魔法伤害。,Toxic Slime,Slime not only hungry but poisons all that it touches.,,,,,,,,
142061,monsters,变异毒蛾,在散发剧毒气体的沼泽中变异的毒蛾，皮肤已经硬化到可以抵挡物理伤害。,Mothzilla,"Born from poison vents, these moths have reinforced wings that are heavily armored.",,,,,,,,
141062,monsters,蜥蜴勇士,蜥蜴人们是崇尚武力的种族，最强大的蜥蜴勇士是他们的战斗领袖。,Lizard Legend,"The biggest and baddest of the Reptili, they lead their race in all endeavors.",,,,,,,,
140063,monsters,沙漠土狼,沙漠中的食腐野兽,Desert Coyotes,"Desert in the ferocious beast,high speed, feed on rot for a living!",,,,,,,,
141064,monsters,地精精英,,Goblin,Small but deadly in packs.,,,,,,,,
141065,monsters,兽人精英,,Orc,Footsoldier of the enemy ranks. Light Armor.,,,,,,,,
35010,usageDesc,小物资箱,使用后增加30物资。,Use increases goods by 30,,,,,,,,,
35011,usageDesc,中物资箱,使用后增加40物资。,Use increases goods by 40,,,,,,,,,
35012,usageDesc,大物资箱,使用后增加50物资。,Use increases goods by 50,,,,,,,,,
35015,usageDesc,受到祝福的能量图腾,受到过祝福的能量图腾，可增强王国的行动力，使用后提升能量上限120点，持续15天。,"An enchanted, mysterious totem used before the kingdom was founded.  On use, will increase max energy by 120. Lasts 15 days.",,,,,,,,,
35016,usageDesc,火腿,使用后增加1点行动力。,"On use, will grant 1 energy.",,,,,,,,,
35017,usageDesc,汉堡,使用后增加5点行动力。,"On use, will grant 5 energy.",,,,,,,,,
35018,usageDesc,苹果派,使用后增加20点行动力。,"On use, will grant 20 energy.",,,,,,,,,
35019,usageDesc,烤鹅,使用后增加40点行动力。,"On use, will grant 40 energy.",,,,,,,,,
35026,usageDesc,猎龙徽记,猎龙人的徽记，是猎龙一族的荣誉象征，使用后在下一关卡的终点布置3个猎龙人进行防守,The insignia of the dragon hunters can be used to call upon them for aid. Use and on the next level you will start with 3 Dragoneers guarding the level exit.,,,,,,,,,
35027,usageDesc,能量核心,注入魔力的核心，机械的动力源，使用后在下一关卡的终点布置3个机械守卫进行防守。,Energy compacted into a stable ball used to power machines. Use and on the next level you will start with 3 Mech Soldiers guarding the level exit.,,,,,,,,,
35031,usageDesc,地精地雷,地精制造的地雷，可埋在怪物行走的路上，对踩雷的怪物及周围目标造成1-1000的伤害。,"Place in the path of incoming enemies. When stepped on, the mine will explode damaging all enemies in its radius for 1-1000 damage per enemy.",,,,,,,,,
